step,chunk_id,chunk_index,chunk_boundary,deadline_offset_ns,emit_offset_ns,fallback,observation_age_ns,safety_flags,safety_rejected,action_0,action_1,action_2,action_3,action_4,action_5,action_6
23,8,3,0,2300000000,2300076925,0,457656902,0,0,-0.759135,-0.0316969,-0.991507,0.0163864,-0.098106,0.0325742,-0.991453
24,8,4,0,2400000000,2400096284,0,557676471,1,0,-0.825784,-0.0550261,-0.97462,0.0311026,-0.11412,0.0453366,-1
25,9,2,1,2500000000,2500073302,0,358262866,0,0,-0.744038,-0.0565737,-0.984337,0.0280624,-0.102095,0.0380936,-0.988417
26,9,3,0,2600000000,2600103461,0,458292766,1,0,-0.464843,-0.0530488,-0.739913,0.012874,-0.0818919,0.0301409,1
27,9,4,0,2700000000,2700096770,0,558286354,0,0,-0.49549,-0.0557399,-0.80295,0.0318052,-0.0873505,0.0385308,-0.844255
28,10,2,1,2800000000,2800095978,0,345897289,1,0,-0.311955,-0.0189038,-0.56973,0.0201474,-0.0555523,0.00288944,1
29,10,3,0,2900000000,2900095537,0,445896778,1,0,-0.0866548,0.0416852,-0.163849,-0.00853408,-0.0118936,-0.0146574,1
30,10,4,0,3000000000,3000071785,0,545873156,0,0,-0.0806797,0.0221864,-0.125453,-0.0027431,-0.0140424,-0.0194631,0.933742
31,11,2,1,3100000000,3100096673,0,346738176,0,0,0.0115781,0.0281173,-0.02161,-0.00600391,0.00231441,-0.0287925,0.979168
32,11,3,0,3200000000,3200102382,0,446743935,0,0,0.0382192,0.0427412,0.0506863,-0.0292365,0.012098,-0.0294879,0.999523
33,11,4,0,3300000000,3300098461,0,546740154,0,0,0.00311901,0.0164534,0.0400377,-0.0104023,0.00387907,-0.0273244,0.979965
34,12,2,1,3400000000,3400075729,0,349364912,0,0,0.039957,0.0244429,0.119462,-0.00836963,0.00893099,-0.0388956,0.978042
35,12,3,0,3500000000,3500063227,0,449352340,0,0,0.0639417,0.0259765,0.214126,-0.0259651,0.0171172,-0.0465527,0.989421
36,12,4,0,3600000000,3600068176,0,549357298,0,0,0.029759,0.000231944,0.203993,-0.00643804,0.00912964,-0.0410309,0.982917
37,13,2,1,3700000000,3700103795,0,352709950,0,0,0.0282651,0.0211301,0.408297,-0.00310305,0.0307394,-0.055228,0.918903
38,13,3,0,3800000000,3800105663,0,452712119,0,0,0.184429,0.0444492,0.644337,-0.0263682,0.0538271,-0.0582978,0.981581
39,13,4,0,3900000000,3900094351,0,552701257,0,0,-0.097788,-0.0198553,0.251721,0.00844971,0.036935,-0.0185619,-0.103083
40,14,2,1,4000000000,4000071290,0,356656833,0,0,-0.122258,-0.0502919,0.181023,0.0179378,0.0553483,-0.030775,0.864596
41,14,3,0,4100000000,4100100229,0,456685322,0,0,0.180826,0.0267298,0.644579,-0.0167661,0.0680524,-0.0523955,0.951187
42,14,4,0,4200000000,4200095277,0,556680610,0,0,-0.159552,-0.0312123,0.0681177,0.0136141,0.039942,-0.00769069,-0.787267
43,15,2,1,4300000000,4300078105,0,357709925,0,0,-0.159325,-0.0850264,0.00582625,0.0206075,0.0511173,-0.0193584,0.858537
44,15,3,0,4400000000,4400095944,0,457727454,0,0,-0.0128282,-0.0193233,0.296638,-0.00856259,0.0396598,-0.0356785,0.930206
45,15,4,0,4500000000,4500070342,0,557702002,0,0,-0.326353,-0.0545381,-0.250943,0.0280304,0.0118009,0.01192,-0.895408
46,16,2,1,4600000000,4600105791,0,358436870,1,0,-0.306192,-0.114586,-0.608696,0.0259697,0.0203581,-0.0013255,-1
47,16,3,0,4700000000,4700071379,0,458402608,0,0,-0.410096,-0.096527,-0.750346,0.0194082,-0.0065133,0.00965805,0.696668
48,16,4,0,4800000000,4800070757,0,558402106,0,0,-0.632379,-0.0867807,-0.866807,0.0670536,-0.0318967,0.058395,-0.939728
49,17,2,1,4900000000,4900097016,0,356875727,0,0,-0.553414,-0.123708,-0.97239,0.0711325,-0.0284916,0.0492605,-0.880649
50,17,3,0,5000000000,5000069264,0,456847795,0,0,-0.525973,-0.116823,-0.970315,0.0545545,-0.0319867,0.0488388,-0.467646
51,17,4,0,5100000000,5100095253,0,556874024,0,0,-0.639799,-0.0865093,-0.976837,0.0840144,-0.0442944,0.0728596,-0.954601
52,18,2,1,5200000000,5200069821,0,358794077,1,0,-0.632809,-0.0704999,-0.95545,0.0847158,-0.0301189,0.0409863,-1
53,18,3,0,5300000000,5300079959,0,458804185,1,0,-0.107563,-0.029561,-0.162138,0.00956301,-0.00417532,-0.0202494,1
54,18,4,0,5400000000,5400071768,0,558796004,1,0,-0.103752,-0.0148095,-0.110917,0.0164137,-0.00854581,-0.0242484,1
55,19,2,1,5500000000,5500063917,0,352837495,0,0,-0.012694,0.00738087,0.0168747,0.00289393,0.00514372,-0.0422844,0.957153
56,19,3,0,5600000000,5600067095,0,452840803,0,0,0.000558671,0.0338251,0.104337,-0.0152698,0.0143316,-0.0447021,0.985237
57,19,4,0,5700000000,5700066523,0,552840191,1,0,-0.0303716,0.00691332,0.092487,-0.00378235,0.00689985,-0.0395876,1
58,20,2,1,5800000000,5800097092,0,355926907,0,0,0.0371637,0.0273599,0.114823,-0.00453216,0.0152711,-0.0445428,0.93201
59,20,3,0,5900000000,5900076221,0,455905545,0,0,0.0426101,0.0367397,0.1625,-0.0229903,0.0218673,-0.0413451,0.980548
60,20,4,0,6000000000,6000076159,0,555905634,1,0,-0.0232173,0.00114467,0.0981766,-0.00369211,0.0109741,-0.030875,1
61,21,2,1,6100000000,6100069907,0,358523771,0,0,-0.0422229,-0.000423342,0.243209,-0.000271271,0.0243254,-0.0493855,0.845021
62,21,3,0,6200000000,6200064106,0,458518220,0,0,0.108001,0.0106317,0.53858,-0.0208177,0.046088,-0.0704478,0.946803
63,21,4,0,6300000000,6300093115,0,558546849,0,0,-0.0921796,-0.0506184,0.251371,0.00707921,0.0359818,-0.0385181,0.203164
64,22,2,1,6400000000,6400083723,0,357380358,0,0,-0.0549228,-0.0343255,0.379059,0.0115144,0.0557205,-0.0582584,0.876954
65,22,3,0,6500000000,6500070111,0,457366816,0,0,0.17453,0.0188417,0.695959,-0.0144049,0.0693959,-0.0774946,0.942837
66,22,4,0,6600000000,6600098770,0,557395645,0,0,-0.0839914,-0.0347329,0.3455,0.00629663,0.0494331,-0.038847,0.107474
67,23,2,1,6700000000,6700097959,0,358074553,0,0,0.0275897,-0.0170453,0.547336,0.00907767,0.0654331,-0.0620616,0.908127
68,23,3,0,6800000000,6800097557,0,458074171,0,0,0.237866,0.0157166,0.758236,-0.00997735,0.0733106,-0.0795756,0.935646
69,23,4,0,6900000000,6900068735,0,558045740,0,0,-0.160198,-0.0611311,0.211541,0.0159651,0.0461015,-0.031944,-0.624796
70,24,2,1,7000000000,7000072444,0,356330216,0,0,-0.107113,-0.077409,0.121614,0.0142153,0.0579169,-0.040105,-0.192658
71,24,3,0,7100000000,7100077052,0,456335424,0,0,0.131505,0.000670388,0.481347,-0.00620785,0.0556969,-0.0662801,0.919642
72,24,4,0,7200000000,7200076301,0,556334103,0,0,-0.206997,-0.0216459,-0.183908,0.0234417,0.0164455,-0.00811906,-0.853611
73,25,2,1,7300000000,7300080169,0,358263466,1,0,-0.0148837,-0.00616329,-0.441614,0.0282432,0.0150654,-0.0124723,-1
74,25,3,0,7400000000,7400076618,0,458260545,1,0,0.470333,0.138264,0.115929,-0.0120367,0.0146212,-0.0461923,1
75,25,4,0,7500000000,7500069306,0,558252723,0,0,0.30101,0.0985287,-0.398668,0.0278742,-0.0140031,-0.0109378,-0.917218
76,26,2,1,7600000000,7600081235,0,357008950,0,0,0.312403,0.0161393,-0.758958,0.0392855,-0.0242529,-0.0180795,-0.864509
77,26,3,0,7700000000,7700086544,0,457013998,0,0,0.341324,0.000857234,-0.687742,0.0115888,-0.028969,-0.029938,-0.87361
78,26,4,0,7800000000,7800082032,0,557009837,0,0,0.0462833,0.0133513,-0.841906,0.0435948,-0.0510116,0.00411546,-0.933969
79,27,2,1,7900000000,7900082490,0,356520760,0,0,-0.0537153,-0.0133196,-0.984342,0.0399012,-0.042361,-0.016182,-0.93527
80,27,3,0,8000000000,8000069578,0,456508049,0,0,-0.303102,-0.0327564,-0.976834,0.0178785,-0.0400747,-0.00779438,-0.933937
81,27,4,0,8100000000,8100078847,0,556517697,0,0,-0.525167,-0.0427427,-0.979151,0.0407965,-0.0497252,0.0171149,-0.964523
82,28,2,1,8200000000,8200070625,0,356616682,0,0,-0.531901,-0.0185143,-0.95767,0.0250033,-0.0411579,-0.000582894,-0.905418
83,28,3,0,8300000000,8300071334,0,456617251,0,0,-0.396152,0.00490312,-0.71825,0.00802055,-0.0435985,-0.0106037,0.96963
84,28,4,0,8400000000,8400081533,0,556628260,0,0,-0.534593,0.0226964,-0.847587,0.0145969,-0.0585982,0.00307576,-0.922742
85,29,2,1,8500000000,8500071711,0,355599441,1,0,-0.370161,0.0249514,-0.692834,0.0127443,-0.0489499,-0.0130004,1
86,29,3,0,8600000000,8600103470,0,455630990,1,0,-0.156178,0.0588066,-0.298386,-0.00664746,-0.025889,-0.0281915,1
87,29,4,0,8700000000,8700104969,0,555632629,0,0,-0.145534,0.0318452,-0.23869,-0.000163091,-0.0312552,-0.0318378,0.967399
88,30,2,1,8800000000,8800080737,0,356285525,0,0,-0.0528377,0.0553213,-0.109997,-0.00222593,-0.0128584,-0.0487512,0.927619
89,30,3,0,8900000000,8900083495,0,456288214,0,0,-0.0538625,0.0658389,-0.0633417,-0.021298,-0.00721058,-0.0519495,0.96493
90,30,4,0,9000000000,9000074833,0,556279702,0,0,-0.102675,0.017389,-0.0839383,-0.00148539,-0.016789,-0.041627,0.99351
91,31,2,1,9100000000,9100080522,0,350199499,0,0,-0.0231326,0.014569,0.00593206,-0.00152124,-0.00437439,-0.0518397,0.91976
92,31,3,0,9200000000,9200080171,0,450198848,0,0,0.0127095,0.0202447,0.0994527,-0.0227294,0.0110819,-0.0464575,0.989592
93,31,4,0,9300000000,9300072659,0,550191926,0,0,-0.0640307,-0.0139759,0.0278705,-0.00268619,0.00383151,-0.0297156,0.984479
94,32,2,1,9400000000,9400081328,0,358759227,0,0,-0.0320486,0.025847,0.161658,-0.00110272,0.0207425,-0.0512001,0.883553
95,32,3,0,9500000000,9500074246,0,458752155,0,0,0.106142,0.0340293,0.428507,-0.0183749,0.0413455,-0.0732439,0.972513
96,32,4,0,9600000000,9600078944,0,558756853,0,0,-0.17557,-0.0417131,-0.0278335,0.0152738,0.0208596,-0.028213,-0.914061
97,33,2,1,9700000000,9700079323,0,357171263,0,0,-0.15168,-0.0513091,-0.082588,0.0139661,0.0314449,-0.0419821,0.969901
98,33,3,0,9800000000,9800077482,0,457169562,0,0,0.00544418,-0.00508831,0.27261,-0.00636422,0.043832,-0.0652831,0.970151
99,33,4,0,9900000000,9900101600,0,557193771,0,0,-0.168926,-0.0228959,-0.00521231,0.00787901,0.0258913,-0.0287959,-0.773784
100,34,2,1,10000000000,10000075118,0,357862918,1,0,-0.0848827,-0.0214868,0.0847868,0.00703683,0.0406275,-0.0494017,1
101,34,3,0,10100000000,10100095937,0,457883517,0,0,0.0264724,-0.00110348,0.352638,-0.00837913,0.0512516,-0.0719358,0.985662
102,34,4,0,10200000000,10200076295,0,557864225,0,0,-0.192413,-0.0354197,0.00655922,0.0102246,0.0306021,-0.0304,-0.859553
103,35,2,1,10300000000,10300098944,0,358206135,0,0,-0.129103,-0.0326101,-0.0115801,0.0108028,0.0408961,-0.0468903,0.996692
104,35,3,0,10400000000,10400076862,0,458184063,0,0,0.03426,-0.000991434,0.320435,-0.00587127,0.0498613,-0.0730569,0.978475
105,35,4,0,10500000000,10500074281,0,558181382,0,0,-0.198198,-0.024145,-0.055236,0.0110675,0.0267427,-0.0268695,-0.927674
106,36,2,1,10600000000,10600078159,0,354786614,1,0,-0.082648,-0.0151828,-0.0679218,0.00377351,0.0372181,-0.0506302,1
107,36,3,0,10700000000,10700079388,0,454787663,1,0,-0.0454288,-0.00257786,0.0448848,-0.00490953,0.0331798,-0.0644027,1
108,36,4,0,10800000000,10800099797,0,554808282,0,0,-0.289699,-0.0375567,-0.293981,0.0188419,0.00990828,-0.01666,-0.959143
109,37,2,1,10900000000,10900097715,0,357449910,1,0,-0.402853,-0.106622,-0.720943,0.0274974,0.0218156,-0.0219855,-1
110,37,3,0,11000000000,11000074433,0,457426118,1,0,-0.0477424,0.00547442,-0.0992488,-0.000279878,0.0255825,-0.0592487,1
111,37,4,0,11100000000,11100103482,0,557455167,0,0,-0.222034,-0.00296295,-0.284601,0.0136717,0.016259,-0.0296073,-0.936949
112,38,2,1,11200000000,11200078570,0,357757766,0,0,-0.114602,-0.0197552,-0.320469,0.00630681,0.0250494,-0.0439616,0.712516
113,38,3,0,11300000000,11300067579,0,457747514,1,0,-0.0175562,0.0144081,-0.0719312,-0.00212776,0.0246314,-0.071422,1
114,38,4,0,11400000000,11400075377,0,557754903,0,0,-0.215525,-0.0216415,-0.311452,0.0130459,0.0111599,-0.0338509,-0.957536
115,39,2,1,11500000000,11500080916,0,358068282,1,0,-0.148837,-0.0392953,-0.170797,0.0107843,0.00445147,-0.0517404,1
116,39,3,0,11600000000,11603512315,0,461500112,1,0,-0.0728546,-0.0142229,0.024413,-0.000824526,0.00368815,-0.0752135,1
117,39,4,0,11700000000,11700102833,0,558090420,0,0,-0.173928,-0.046675,-0.0526932,0.00870063,-0.00575847,-0.0567404,0.793909
118,40,2,1,11800000000,11800104001,0,356182593,0,0,-0.116519,-0.0249899,-0.0394132,0.00970301,-0.00226427,-0.0711725,0.997521
119,40,3,0,11900000000,11900098910,0,456177141,0,0,-0.0444242,-0.0059181,0.0868117,-0.00253823,0.00338637,-0.083294,0.991285
120,40,4,0,12000000000,12000097918,0,556176310,0,0,-0.275187,-0.0453043,-0.161238,0.0156581,-0.00529991,-0.0434918,-0.371679
121,41,2,1,12100000000,12100099097,0,357949220,1,0,-0.222212,-0.0206613,-0.173076,0.010428,-0.00460521,-0.058972,1
122,41,3,0,12200000000,12200097305,0,457947268,1,0,-0.0913934,0.0104777,0.0772569,-0.00362683,0.00260434,-0.0805082,1
123,41,4,0,12300000000,12300077563,0,557927106,0,0,-0.232256,-0.0171223,-0.0709523,0.00805608,-0.00195367,-0.052847,-0.312131
124,42,2,1,12400000000,12400079932,0,358404890,1,0,-0.135781,0.0075732,-0.0297455,0.00786192,-0.000976995,-0.0714371,1
125,42,3,0,12500000000,12500081920,0,458406538,1,0,-0.0638836,0.0202565,0.106042,-0.0067439,0.00384042,-0.0864606,1
126,42,4,0,12600000000,12600080439,0,558405366,0,0,-0.31264,-0.0186948,-0.206294,0.0168652,-0.00670984,-0.0414547,-0.974001
127,43,2,1,12700000000,12700101958,0,355995919,1,0,-0.235407,-0.0139895,-0.234023,0.0109119,-0.00643618,-0.05945,1
128,43,3,0,12800000000,12800080146,0,455974517,1,0,-0.120475,0.00648222,-0.0212735,0.000631588,0.00326159,-0.0769546,1
129,43,4,0,12900000000,12900082294,0,555976545,0,0,-0.277729,-0.0114925,-0.189965,0.0124774,-0.00129876,-0.0490933,-0.588064
130,44,2,1,13000000000,13000067392,0,355241633,1,0,-0.183926,0.00766286,-0.156842,0.00858234,-0.00377303,-0.0640708,1
131,44,3,0,13100000000,13100066271,0,455240602,1,0,-0.0980402,0.0295226,0.0146527,-0.00328365,0.00129709,-0.0792942,1
132,44,4,0,13200000000,13200077289,0,555251430,0,0,-0.266768,0.0122399,-0.169435,0.0100331,-0.00244036,-0.0495476,-0.632705
133,45,2,1,13300000000,13300070838,0,357512110,1,0,-0.176766,0.00864339,-0.116303,0.0100818,-0.00522142,-0.0641059,1
134,45,3,0,13400000000,13400079717,0,457521190,0,0,-0.0620109,0.0229804,0.118449,-0.00383183,0.00346963,-0.0872016,0.978016
135,45,4,0,13500000000,13500064995,0,557506578,0,0,-0.175233,-0.00129049,0.0176623,0.00557474,0.00262434,-0.0631629,0.263515
136,46,2,1,13600000000,13600066163,0,357859418,1,0,-0.0804525,0.0174321,0.0809403,0.0071924,0.00231748,-0.0787934,1
137,46,3,0,13700000000,13700066582,0,457859717,0,0,-0.0128459,0.0281679,0.234792,-0.00774133,0.00541968,-0.0951063,0.986126
138,46,4,0,13800000000,13800069010,0,557862025,0,0,-0.133472,-0.0066382,0.120779,0.00400374,0.00178542,-0.0683325,0.669415
139,47,2,1,13900000000,13900069068,0,351662120,0,0,-0.0731036,0.00767867,0.160142,0.00612618,0.00403481,-0.0840916,0.970336
140,47,3,0,14000000000,14000064717,0,451657768,0,0,-0.00994313,0.0139733,0.30275,-0.00870027,0.00797697,-0.0971213,0.981395
141,47,4,0,14100000000,14100079566,0,551672527,0,0,-0.146164,-0.0183958,0.169247,0.00441247,0.00219057,-0.0674477,0.73547
142,48,2,1,14200000000,14200072214,0,359331168,0,0,-0.0663551,-0.00407951,0.203002,0.00558814,0.0052249,-0.0861396,0.952836
143,48,3,0,14300000000,14300074403,0,459333047,0,0,0.000593282,0.00593435,0.345757,-0.00958861,0.00758392,-0.10096,0.973742
144,48,4,0,14400000000,14400079361,0,559338215,0,0,-0.125037,-0.0253337,0.23567,0.00355424,0.00117784,-0.0709223,0.786259
145,49,2,1,14500000000,14500080240,0,357621673,0,0,-0.0494275,0.00402229,0.335369,0.00878562,0.00722067,-0.0949602,0.886919
146,49,3,0,14600000000,14600079248,0,457620791,0,0,0.0747993,0.0180574,0.501096,-0.0110318,0.0102193,-0.108978,0.956177
147,49,4,0,14700000000,14700075847,0,557617499,0,0,-0.121354,-0.0170261,0.291229,0.00552705,0.0054753,-0.0688459,0.566251
148,50,2,1,14800000000,14800101335,0,356374206,0,0,-0.0641389,-0.00882929,0.360758,0.0130499,0.00778217,-0.0884208,0.88051
149,50,3,0,14900000000,14900103554,0,456376135,0,0,0.114984,0.0187415,0.579266,-0.00982015,0.00988849,-0.103188,0.93906
150,50,4,0,15000000000,15000076372,0,556348773,0,0,-0.121888,-0.0199103,0.306038,0.00651785,0.00402246,-0.0610879,0.30074
151,51,2,1,15100000000,15100101341,0,356535461,0,0,-0.0844304,-0.0534002,0.276301,0.0198754,0.00348722,-0.0729517,0.893066
152,51,3,0,15200000000,15200075349,0,456509009,0,0,0.248463,-0.00590064,0.566427,-0.00935708,0.00641518,-0.0866992,0.943597
153,51,4,0,15300000000,15300074337,0,556508187,0,0,-0.135741,-0.0667621,0.00710916,0.0179213,-0.00452759,-0.0301519,-0.983718
154,52,2,1,15400000000,15400102166,0,344367737,1,0,-0.118431,-0.101682,-0.248113,0.0214916,0.00244038,-0.0325206,-1
155,52,3,0,15500000000,15500083514,0,444348915,0,0,0.123332,-0.0391933,0.10965,0.00169218,0.0110298,-0.0546765,0.704453
156,52,4,0,15600000000,15600080483,0,544345854,0,0,-0.0897034,-0.0446724,-0.318901,0.0304647,-0.00642113,-0.0101734,-0.828127
157,53,2,1,15700000000,15700081552,0,356789416,0,0,0.0381774,-0.0962208,-0.488739,0.0279208,-0.00201075,-0.0221311,-0.907255
158,53,3,0,15800000000,15800100380,0,456808034,0,0,0.0952142,-0.0977766,-0.418036,0.0112285,-0.00145387,-0.0350989,-0.990913
159,53,4,0,15900000000,15900098679,0,556806413,0,0,-0.0741639,-0.0867008,-0.65902,0.0474945,-0.0183802,0.00280797,-0.9263
160,54,2,1,16000000000,16000080967,0,365980307,0,0,-0.11108,-0.0585175,-0.917118,0.0488835,-0.0158797,-0.0148497,-0.933192
161,54,3,0,16100000000,16100081855,0,465980955,0,0,-0.2412,-0.0394492,-0.909105,0.03005,-0.0138446,-0.0122128,-0.953539
162,54,4,0,16200000000,16200077554,0,565976633,1,0,-0.41323,-0.0485483,-0.937682,0.0604179,-0.0248677,0.0182837,-1
163,55,2,1,16300000000,16300069072,0,357313836,0,0,-0.424906,-0.0580802,-0.929406,0.0552123,-0.0153704,0.0101129,-0.966511
164,55,3,0,16400000000,16400067051,0,457312575,0,0,-0.416204,-0.0341762,-0.763155,0.020084,-0.0166889,0.011477,-0.922393
165,55,4,0,16500000000,16500070069,0,557315183,1,0,-0.554683,-0.0173629,-0.835353,0.0352249,-0.0318688,0.0345243,-1
166,56,2,1,16600000000,16600099058,0,357930209,0,0,-0.501728,-0.0173718,-0.767304,0.0304822,-0.0215246,0.0269385,-0.903219
167,56,3,0,16700000000,16700078956,0,457910197,1,0,-0.282351,-0.00213186,-0.4046,0.00648252,-0.0137855,0.0165498,1
168,56,4,0,16800000000,16800078465,0,557909486,0,0,-0.378099,0.00341287,-0.460692,0.0169272,-0.0212708,0.0236069,-0.172652
169,57,2,1,16900000000,16900099763,0,358231305,0,0,-0.312707,0.0471794,-0.521956,0.0103352,-0.0170976,0.0123335,-0.869804
170,57,3,0,17000000000,17000073712,0,458205284,1,0,-0.25267,0.045392,-0.376992,0.00410086,-0.0194623,0.00946153,1
171,57,4,0,17100000000,17100098921,0,558230533,0,0,-0.424436,0.0495061,-0.542339,0.0158733,-0.0304297,0.024848,-0.850912
172,58,2,1,17200000000,17200096859,0,356849497,0,0,-0.370617,0.067173,-0.653512,0.0118557,-0.0256558,0.0200227,-0.887396
173,58,3,0,17300000000,17300077037,0,456829915,1,0,-0.296045,0.0512703,-0.479447,0.00525794,-0.0231797,0.0194256,1
174,58,4,0,17400000000,17400076996,0,556829803,0,0,-0.486766,0.060764,-0.664301,0.0198154,-0.0324964,0.0375251,-0.904757
175,59,2,1,17500000000,17500078024,0,355369436,0,0,-0.435885,0.0610758,-0.719334,0.015355,-0.0267141,0.0287451,-0.929188
176,59,3,0,17600000000,17600078622,0,455370004,1,0,-0.312834,0.0423726,-0.501375,0.00545693,-0.0259795,0.0221584,1
177,59,4,0,17700000000,17700100091,0,555391483,0,0,-0.490487,0.0468067,-0.667031,0.0203477,-0.0339311,0.0392323,-0.904441
178,60,2,1,17800000000,17800099370,0,355253524,0,0,-0.414425,0.0567378,-0.70598,0.014357,-0.0277569,0.0284818,-0.89505
179,60,3,0,17900000000,17900098459,0,455252682,0,0,-0.33209,0.0436604,-0.548712,0.00651821,-0.026259,0.0254983,0.545371
180,60,4,0,18000000000,18000074357,0,555228640,0,0,-0.504044,0.0515581,-0.690075,0.0203522,-0.0365053,0.0435562,-0.943658
181,61,2,1,18100000000,18100077805,0,356458239,0,0,-0.437069,0.0603997,-0.718973,0.0135797,-0.0299979,0.0310101,-0.913043
182,61,3,0,18200000000,18200099574,0,456479278,0,0,-0.340327,0.0440525,-0.56132,0.00595164,-0.0273786,0.0270037,0.384725
183,61,4,0,18300000000,18300073892,0,556454466,0,0,-0.491725,0.0515345,-0.67816,0.0173307,-0.0359806,0.041177,-0.952347
184,62,2,1,18400000000,18400096900,0,357183314,0,0,-0.417544,0.0706035,-0.690203,0.0109881,-0.0301967,0.0285323,-0.908848
185,62,3,0,18500000000,18500101000,0,457187582,0,0,-0.304025,0.0485714,-0.502704,0.00324544,-0.0282121,0.0227604,0.912031
186,62,4,0,18600000000,18600072617,0,557159040,0,0,-0.446622,0.063971,-0.628065,0.0122875,-0.0362342,0.0355726,-0.913166
187,63,2,1,18700000000,18700099166,0,354876406,0,0,-0.372282,0.085137,-0.643893,0.00889364,-0.031303,0.0244457,-0.890945
188,63,3,0,18800000000,18800099495,0,454876915,1,0,-0.275375,0.0494496,-0.472086,0.00172522,-0.0310057,0.0192698,1
189,63,4,0,18900000000,18900096873,0,554874223,0,0,-0.426027,0.0647768,-0.603948,0.0104974,-0.0394501,0.0322754,-0.893375
190,64,2,1,19000000000,19000073681,0,355653642,0,0,-0.359097,0.0930087,-0.632637,0.00833872,-0.03451,0.02274,-0.879241
191,64,3,0,19100000000,19100075440,0,455655470,1,0,-0.270581,0.0588688,-0.471967,0.00214425,-0.0348778,0.0181384,1
192,64,4,0,19200000000,19200073768,0,555653569,0,0,-0.423664,0.0732935,-0.607961,0.0119494,-0.0447768,0.0313223,-0.890132
193,65,2,1,19300000000,19300074347,0,356105972,0,0,-0.355807,0.0971181,-0.635409,0.00898173,-0.0378421,0.0225867,-0.868935
194,65,3,0,19400000000,19400077815,0,456109450,0,0,-0.28726,0.0601924,-0.50571,0.00379334,-0.0380573,0.0190208,0.914909
195,65,4,0,19500000000,19500077634,0,556109219,0,0,-0.44326,0.0806078,-0.640344,0.0123665,-0.0493339,0.0332851,-0.918677
196,66,2,1,19600000000,19600079652,0,356490680,0,0,-0.368185,0.101509,-0.664442,0.0092189,-0.0410408,0.0251671,-0.872833
197,66,3,0,19700000000,19700103751,0,456514609,0,0,-0.314301,0.0732905,-0.57643,0.00500513,-0.0409018,0.0229459,0.109807
