step,chunk_id,chunk_index,chunk_boundary,deadline_offset_ns,emit_offset_ns,fallback,observation_age_ns,safety_flags,safety_rejected,action_0,action_1,action_2,action_3,action_4,action_5,action_6
35,9,5,0,3500000000,3500065014,0,648814120,0,0,-0.0133577,-0.00472204,0.0241325,-0.000251616,0.00914219,-0.0291025,0.946098
36,9,6,0,3600000000,3600073646,0,748822252,0,0,0.0196983,-0.0163221,0.0784194,-0.00156989,0.0206137,-0.0337056,0.948825
37,10,3,1,3700000000,3700071547,0,453263470,0,0,0.040702,-0.0369991,0.105478,-0.00174539,0.0465158,-0.0362016,0.993718
38,10,4,0,3800000000,3800064498,0,553256891,1,0,-0.0383779,-0.0238431,0.099822,-0.000921058,0.00889671,-0.0296396,1
39,10,5,0,3900000000,3900065059,0,653257663,0,0,-0.0188819,-0.0351538,0.119665,0.000217128,0.0140174,-0.0350808,0.985752
40,10,6,0,4000000000,4000078191,0,753270714,0,0,-0.0213785,-0.0457212,0.156969,0.000130197,0.0273121,-0.0338697,0.963578
41,11,3,1,4100000000,4100078463,0,455550878,0,0,0.0643381,-0.0560055,0.271952,0.0013675,0.0679711,-0.043306,0.985457
42,11,4,0,4200000000,4200077134,0,555549539,1,0,-0.39684,-0.151295,-0.342796,0.0732419,-0.00487018,0.0231677,-1
43,11,5,0,4300000000,4300068426,0,655540761,0,0,-0.41182,-0.107112,-0.583239,0.0814356,0.00655016,0.0301208,-0.97372
44,11,6,0,4400000000,4400063907,0,755536392,0,0,-0.478225,-0.109967,-0.711482,0.0667881,0.020996,0.0464959,-0.997309
45,12,3,1,4500000000,4500074029,0,455284873,0,0,-0.434326,-0.11484,-0.898084,0.06076,0.0394893,0.0564847,-0.973409
46,12,4,0,4600000000,4600072910,0,555283444,1,0,-0.744004,-0.1702,-0.972853,0.0923618,-0.0220148,0.0850297,-1
47,12,5,0,4700000000,4700101762,0,655312136,0,0,-0.609853,-0.126288,-0.951638,0.0905253,-0.0175784,0.0757255,-0.981093
48,12,6,0,4800000000,4800103593,0,755314107,0,0,-0.513929,-0.103976,-0.869342,0.0688396,0.000574185,0.0752636,-0.991201
49,13,3,1,4900000000,4900103035,0,451609265,1,0,-0.296159,-0.0659376,-0.68579,0.0499984,0.0143178,0.0550729,1
50,13,4,0,5000000000,5000105006,0,551611346,0,0,-0.437172,-0.0636261,-0.707762,0.0613341,-0.0280232,0.0481146,-0.940337
51,13,5,0,5100000000,5100102258,0,651608518,0,0,-0.167451,-0.0476661,-0.482384,0.0500438,-0.0138055,0.020243,-0.997074
52,13,6,0,5200000000,5200075259,0,751581349,1,0,-0.0549443,-0.0419065,-0.256127,0.0251748,0.0126074,0.00707829,-1
53,14,3,1,5300000000,5300105271,0,454019286,1,0,0.0080452,-0.00388731,-0.120256,0.00294196,0.0295657,-0.0079618,1
54,14,4,0,5400000000,5400101032,0,554015137,0,0,-0.0950892,-0.00469332,-0.138379,0.00494733,-0.00744531,-0.0119348,0.997743
55,14,5,0,5500000000,5500103703,0,654017868,0,0,-0.0457253,-0.0173645,-0.0660519,0.00699132,-0.00275243,-0.0226601,0.99084
56,14,6,0,5600000000,5600104725,0,754018770,0,0,-0.0129443,-0.0189095,-0.0040212,0.00255293,0.0055175,-0.025988,0.972518
57,15,3,1,5700000000,5700104377,0,453621018,1,0,-0.00144431,-0.00879179,0.0211484,0.00155799,0.0190433,-0.0261941,1
58,15,4,0,5800000000,5800073968,0,553590668,1,0,-0.0722195,-0.000777878,0.00363368,0.00034023,-0.00841155,-0.0200342,1
59,15,5,0,5900000000,5900075729,0,653592310,0,0,-0.0484998,-0.00232386,0.0226995,0.000956859,-0.00383268,-0.025254,0.998828
60,15,6,0,6000000000,6000077520,0,753594941,0,0,-0.023065,-0.00717331,0.062171,0.000344912,0.00227287,-0.0258311,0.99284
61,16,3,1,6100000000,6100077631,0,458176462,0,0,0.010976,-0.000801176,0.0885626,-9.91211e-05,0.0217767,-0.0312031,0.997237
62,16,4,0,6200000000,6200095353,0,558193884,0,0,-0.106459,-0.0212659,0.00126391,0.00563355,-0.00610075,-0.0242974,0.826297
63,16,5,0,6300000000,6300099755,0,658198036,0,0,-0.137151,-0.0417132,-0.12849,0.0242551,-0.000124943,-0.0253818,-0.909587
64,16,6,0,6400000000,6400101237,0,758199537,0,0,-0.17395,-0.059236,-0.199339,0.0214609,0.0134691,-0.019781,-0.983572
65,17,3,1,6500000000,6500101848,0,456083048,1,0,-0.12002,-0.0485842,-0.180763,0.012116,0.030441,-0.0210387,1
66,17,4,0,6600000000,6600101340,0,556082619,0,0,-0.486596,-0.0673885,-0.555421,0.053206,-0.0112779,0.0224419,-0.97583
67,17,5,0,6700000000,6700101481,0,656082521,0,0,-0.394561,-0.055488,-0.593117,0.0593516,-0.00362856,0.0180762,-0.978745
68,17,6,0,6800000000,6800073322,0,756054472,0,0,-0.354224,-0.0530097,-0.570781,0.0465071,0.0133825,0.0211029,-0.99105
69,18,3,1,6900000000,6900069183,0,456217602,1,0,-0.187924,-0.0344713,-0.483348,0.0310187,0.0298191,0.0129749,1
70,18,4,0,7000000000,7000075905,0,556224573,0,0,-0.374244,-0.0336691,-0.59797,0.0469403,-0.0156943,0.0207584,-0.953816
71,18,5,0,7100000000,7100065446,0,656214255,0,0,-0.17858,-0.0273013,-0.43173,0.0419972,-0.00989471,0.00548039,-0.97264
72,18,6,0,7200000000,7200066117,0,756214776,0,0,-0.0821732,-0.022405,-0.24825,0.0215391,0.00898155,-0.00362917,-0.99015
73,19,3,1,7300000000,7300065009,0,456669951,1,0,-0.0206294,0.0097649,-0.136463,0.00331731,0.0235111,-0.0194876,1
74,19,4,0,7400000000,7400075021,0,556679532,0,0,-0.1135,-0.000496961,-0.161048,0.00681515,-0.00895423,-0.0228697,0.999955
75,19,5,0,7500000000,7500074402,0,656678884,0,0,-0.0713869,-0.0205523,-0.0966127,0.0108111,-0.00656072,-0.0332689,0.990207
76,19,6,0,7600000000,7600073724,0,756678246,0,0,-0.0425706,-0.0196509,-0.0393021,0.00498442,0.00192968,-0.0359315,0.983521
77,20,3,1,7700000000,7700072194,0,456783393,1,0,-0.0222399,-0.00228243,0.000449494,0.00212698,0.0120898,-0.0338293,1
78,20,4,0,7800000000,7800065876,0,556777545,1,0,-0.0753452,0.00410251,0.0118738,0.000493721,-0.00859447,-0.0239451,1
79,20,5,0,7900000000,7900066127,0,656777806,1,0,-0.0468939,0.00253913,0.0390248,0.00128728,-0.00322245,-0.0281526,1
80,20,6,0,8000000000,8000067999,0,756779678,0,0,-0.0184431,-0.00225171,0.0870842,0.000314795,0.00410022,-0.0277391,0.993512
81,21,3,1,8100000000,8100077421,0,454568547,1,0,0.0175859,0.000325568,0.101227,-0.00106145,0.0223134,-0.0344211,1
82,21,4,0,8200000000,8200076782,0,554567888,1,0,-0.042722,-0.0118529,0.0981481,0.000427709,-0.00254386,-0.0364115,1
83,21,5,0,8300000000,8300077064,0,654567940,1,0,-0.0199952,-0.0296071,0.100917,0.00476548,0.00270934,-0.0471008,1
84,21,6,0,8400000000,8400100276,0,754590902,0,0,-0.0796417,-0.0448556,0.0304748,0.00670223,0.0181503,-0.0433121,-0.946449
85,22,3,1,8500000000,8500081086,0,454804512,1,0,-0.0195993,-0.029846,0.0867405,0.0023479,0.0357862,-0.0478819,1
86,22,4,0,8600000000,8600078018,0,554801614,0,0,-0.357412,-0.0554138,-0.309358,0.0319448,-0.00987001,-0.00823924,-0.953484
87,22,5,0,8700000000,8700065799,0,654789395,0,0,-0.337888,-0.0507582,-0.455723,0.045287,-0.00428784,-0.00825048,-0.952415
88,22,6,0,8800000000,8800078811,0,754802357,0,0,-0.353188,-0.0504359,-0.518845,0.035954,0.0085413,-0.0012145,-0.974726
89,23,3,1,8900000000,8900065602,0,456745433,0,0,-0.311598,-0.0321684,-0.687554,0.0255162,0.0249471,0.00125053,-0.978892
90,23,4,0,9000000000,9000064363,0,556744075,0,0,-0.58906,-0.0707345,-0.824503,0.050812,-0.0182905,0.0241567,-0.99425
91,23,5,0,9100000000,9100076235,0,656755976,0,0,-0.393123,-0.0516692,-0.724313,0.0504791,-0.0111148,0.0154478,-0.967102
92,23,6,0,9200000000,9200065826,0,756745187,0,0,-0.245379,-0.0338595,-0.536909,0.0309608,0.00920561,0.0104551,-0.976845
93,24,3,1,9300000000,9300077888,0,456630940,1,0,-0.0860232,-0.00508326,-0.276765,0.00976474,0.0245465,-0.00554537,1
94,24,4,0,9400000000,9400076009,0,556629391,1,0,-0.131611,-0.0189855,-0.173738,0.0132312,-0.0115288,-0.0200712,1
95,24,5,0,9500000000,9500078791,0,656631933,0,0,-0.0428182,-0.0235219,-0.0490087,0.0128701,-0.00651738,-0.0406114,0.992388
96,24,6,0,9600000000,9600079722,0,756632854,0,0,-0.00279357,-0.0202895,0.0325997,0.00395255,0.00491623,-0.0497084,0.972975
97,25,3,1,9700000000,9700084664,0,456614350,1,0,0.0269908,-0.0136355,0.0564109,0.00192861,0.0221739,-0.0486275,1
98,25,4,0,9800000000,9800088755,0,556618371,1,0,-0.0551998,-0.0192071,0.0202054,0.00214807,-0.00539475,-0.0388569,1
99,25,5,0,9900000000,9900066757,0,656596433,0,0,-0.0368217,-0.0242195,0.0295644,0.00402624,-0.00145184,-0.0446122,0.996394
100,25,6,0,10000000000,10000066438,0,756595964,0,0,-0.0218464,-0.0301031,0.0609303,0.00262712,0.00677214,-0.0445014,0.994746
101,26,3,1,10100000000,10100065259,0,458465308,0,0,0.0161293,-0.0181863,0.0844156,0.00180679,0.0289244,-0.0482743,0.998131
102,26,4,0,10200000000,10200080261,0,558480200,1,0,-0.0708029,-0.0348887,0.0490945,0.00514804,-0.000642949,-0.0448888,1
103,26,5,0,10300000000,10300079092,0,658479101,0,0,-0.0784073,-0.0563758,-0.012662,0.016144,0.00397387,-0.0522334,0.868513
104,26,6,0,10400000000,10400072194,0,758471683,0,0,-0.163232,-0.0626802,-0.11755,0.0146297,0.0172634,-0.0450655,-0.926875
105,27,3,1,10500000000,10500094996,0,455852744,1,0,-0.0850379,-0.0456876,-0.0342512,0.00521306,0.0360261,-0.0480117,1
106,27,4,0,10600000000,10600066607,0,555824835,0,0,-0.371035,-0.0517996,-0.307054,0.0260741,-0.00486075,-0.0151165,-0.934294
107,27,5,0,10700000000,10700068258,0,655826606,0,0,-0.325439,-0.0381735,-0.383983,0.0330435,-3.84711e-05,-0.0160174,-0.9493
108,27,6,0,10800000000,10800099210,0,755856678,0,0,-0.316579,-0.028248,-0.394724,0.0212919,0.0126547,-0.0110267,-0.978907
109,28,3,1,10900000000,10900072101,0,454503086,1,0,-0.155172,-0.0166476,-0.321804,0.00670378,0.0306161,-0.0143905,1
110,28,4,0,11000000000,11000096463,0,554527148,0,0,-0.364804,-0.029229,-0.483886,0.0260084,-0.00617079,0.00095684,-0.956016
111,28,5,0,11100000000,11100078194,0,654509719,0,0,-0.199357,-0.0217437,-0.37489,0.0256264,0.000309643,-0.00773002,-0.957539
112,28,6,0,11200000000,11200075585,0,754506970,0,0,-0.120032,-0.00852334,-0.230021,0.00972776,0.0167576,-0.0117895,-0.986802
113,29,3,1,11300000000,11300102258,0,456656720,1,0,-0.0172809,0.0031013,-0.101362,0.00112807,0.0368906,-0.0240743,1
114,29,4,0,11400000000,11400071368,0,556626131,1,0,-0.0775886,-0.0198098,-0.0567381,0.00233089,0.00268928,-0.0351264,1
115,29,5,0,11500000000,11500097350,0,656651923,1,0,-0.0157917,-0.0292455,0.0326137,0.00401657,0.00691545,-0.0562408,1
116,29,6,0,11600000000,11600100801,0,756655224,0,0,0.0164081,-0.0303789,0.101133,0.00201974,0.016642,-0.0651607,0.996201
117,30,3,1,11700000000,11700100023,0,456719222,0,0,0.0492225,-0.0102241,0.105548,0.000756845,0.0357997,-0.0637417,0.992635
118,30,4,0,11800000000,11800104024,0,556723053,1,0,-0.0314829,-0.0101565,0.0579801,0.00169324,0.000196501,-0.0534837,1
119,30,5,0,11900000000,11900074005,0,656693114,0,0,-0.0144599,-0.00770451,0.0670307,0.00335143,0.00283772,-0.0603523,0.984126
120,30,6,0,12000000000,12000077517,0,756696646,0,0,-0.00355368,-0.00989046,0.102126,0.0020391,0.00969828,-0.0595401,0.981253
121,31,3,1,12100000000,12100099869,0,456478497,1,0,0.0168517,-0.0127251,0.137485,3.69676e-05,0.032459,-0.0602644,1
122,31,4,0,12200000000,12200096240,0,556474948,0,0,-0.182241,-0.0480023,-0.0209762,0.00653322,0.00386332,-0.0456007,-0.0101862
123,31,5,0,12300000000,12300076072,0,656454969,0,0,-0.189842,-0.0482136,-0.146856,0.0193956,0.00692173,-0.0456607,-0.910547
124,31,6,0,12400000000,12400096513,0,756475331,0,0,-0.245646,-0.052196,-0.245932,0.0139736,0.0185951,-0.0350811,-0.994809
125,32,3,1,12500000000,12500074684,0,457039919,1,0,-0.164,-0.0476926,-0.227475,0.00576631,0.0381706,-0.0345087,1
126,32,4,0,12600000000,12600035394,0,557000600,0,0,-0.526515,-0.0582967,-0.564549,0.0352064,-0.00428557,0.000735216,-0.957498
127,32,5,0,12700000000,12700076667,0,657041732,0,0,-0.426446,-0.0424074,-0.599414,0.0396105,0.000922989,-0.00458452,-0.974164
128,32,6,0,12800000000,12800078078,0,757043213,1,0,-0.390105,-0.0273075,-0.585453,0.0269786,0.0136166,-0.000434497,-1
129,33,3,1,12900000000,12900074120,0,456791463,1,0,-0.212381,-0.02364,-0.507716,0.0137374,0.0285019,-0.00262807,1
130,33,4,0,13000000000,13000067001,0,556784764,0,0,-0.457093,-0.0489609,-0.694553,0.0384522,-0.00956888,0.0131131,-0.947347
131,33,5,0,13100000000,13100065823,0,656783666,0,0,-0.282422,-0.0416608,-0.595716,0.0382035,-0.00402976,0.00332361,-0.961753
132,33,6,0,13200000000,13200064354,0,756782157,0,0,-0.209794,-0.0310333,-0.470229,0.0223059,0.0121256,0.000515071,-0.988766
133,34,3,1,13300000000,13300067155,0,456748892,1,0,-0.101037,0.0158258,-0.266362,0.00453178,0.0246309,-0.0177555,1
134,34,4,0,13400000000,13400065787,0,556747634,1,0,-0.137449,0.0235738,-0.189554,0.00284942,-0.00494344,-0.0277138,1
135,34,5,0,13500000000,13500063668,0,656745595,0,0,-0.05753,0.024702,-0.0792965,0.00195042,0.00179958,-0.0437714,0.991743
136,34,6,0,13600000000,13600074160,0,756755417,0,0,-0.0166499,0.0271082,-0.00354975,-0.000956188,0.00966575,-0.0488332,0.985839
137,35,3,1,13700000000,13700071132,0,456806234,0,0,0.00705668,0.026032,0.0190178,-0.00404162,0.0255559,-0.0503582,0.98063
138,35,4,0,13800000000,13800085123,0,556819996,1,0,-0.0614798,0.0172913,0.00328275,-0.000657603,-0.00190871,-0.0453548,1
139,35,5,0,13900000000,13900072335,0,656807537,0,0,-0.0412041,0.0173537,0.0247854,1.52271e-05,0.00268078,-0.0513803,0.977136
140,35,6,0,14000000000,14000078375,0,756813479,1,0,-0.0470496,0.00625179,0.0462128,-0.00245058,0.0106453,-0.0476773,1
141,36,3,1,14100000000,14100078977,0,457315614,1,0,-0.0343398,0.00571657,0.0657437,-0.00321086,0.029886,-0.0491256,1
142,36,4,0,14200000000,14200076349,0,557313055,0,0,-0.380926,-0.0656648,-0.312035,0.0241812,-0.00511958,-0.0197998,-0.976379
143,36,5,0,14300000000,14300095610,0,657331687,0,0,-0.364816,-0.0689095,-0.470184,0.0377963,0.00228749,-0.0237143,-0.978568
144,36,6,0,14400000000,14400096422,0,757332289,1,0,-0.400399,-0.0677537,-0.542834,0.0272565,0.0149767,-0.0164012,-1
145,37,3,1,14500000000,14500075643,0,457076460,0,0,-0.364244,-0.0291744,-0.70752,0.0207392,0.0340789,-0.0108412,-0.957259
146,37,4,0,14600000000,14600098155,0,557098952,1,0,-0.650896,-0.0618386,-0.831572,0.0468591,-0.00716379,0.00969152,-1
147,37,5,0,14700000000,14700098757,0,657099654,0,0,-0.472832,-0.034529,-0.745743,0.0447048,0.00137901,0.00217678,-0.985597
148,37,6,0,14800000000,14800095667,0,757096564,0,0,-0.332157,-0.0105832,-0.576676,0.0234011,0.0210719,-0.000182474,-0.987673
149,38,3,1,14900000000,14900073949,0,456290032,1,0,-0.127164,0.0215447,-0.363615,0.0045728,0.0395155,-0.0125186,1
150,38,4,0,15000000000,15000074410,0,556290874,0,0,-0.395263,0.00693559,-0.536864,0.0208968,-0.00247904,-0.00370987,-0.980913
151,38,5,0,15100000000,15100073552,0,656289715,0,0,-0.25969,0.000202127,-0.446175,0.0214674,0.000234126,-0.0169943,-0.963447
152,38,6,0,15200000000,15200096454,0,756312718,1,0,-0.179954,0.0114172,-0.293176,0.00673713,0.0134409,-0.0247734,-1
153,39,3,1,15300000000,15300100345,0,445416846,1,0,-0.0812924,0.0232654,-0.179854,0.000585599,0.0248783,-0.0361846,1
154,39,4,0,15400000000,15400080226,0,545396747,1,0,-0.12463,0.0025894,-0.135136,0.00186502,-0.00142977,-0.0404759,1
155,39,5,0,15500000000,15500098538,0,645415269,1,0,-0.0562758,-0.00634329,-0.0452013,0.00247883,0.0040004,-0.0558872,1
156,39,6,0,15600000000,15600079069,0,745395910,1,0,-0.013625,-0.0045303,0.032301,0.000179925,0.0127495,-0.0614058,1
157,40,3,1,15700000000,15700098941,0,455873765,0,0,-0.00137047,0.0291759,0.0362539,-0.00264967,0.0300595,-0.0613517,0.985906
158,40,4,0,15800000000,15800074732,0,555849546,1,0,-0.0817026,0.0328227,0.0145206,-0.000510567,-0.00231376,-0.0540668,1
159,40,5,0,15900000000,15900073683,0,655848697,0,0,-0.0622102,0.0317517,0.0304972,0.000510845,0.000583648,-0.0599026,0.990258
160,40,6,0,16000000000,16000078675,0,755853179,0,0,-0.050748,0.0321337,0.0645599,-0.00312169,0.00460623,-0.0588711,0.993575
161,41,3,1,16100000000,16100074816,0,456344154,1,0,-0.031253,0.0393782,0.0736894,-0.00407017,0.0235575,-0.0598941,1
162,41,4,0,16200000000,16200066148,0,556335665,0,0,-0.467986,-0.0423605,-0.450946,0.0331874,-0.0154784,-0.0205819,-0.984705
163,41,5,0,16300000000,16300103500,0,656372498,0,0,-0.462623,-0.0431958,-0.620617,0.0451841,-0.00839646,-0.0245195,-0.972049
164,41,6,0,16400000000,16400105221,0,756374189,0,0,-0.492161,-0.0363053,-0.687693,0.0318287,0.00533612,-0.0174261,-0.993836
165,42,3,1,16500000000,16500081542,0,458712104,0,0,-0.446628,-0.0123802,-0.834774,0.0254035,0.0203245,-0.0101697,-0.967692
166,42,4,0,16600000000,16600103154,0,558732996,1,0,-0.701568,-0.0529637,-0.902119,0.0505318,-0.0172492,0.0128133,-1
167,42,5,0,16700000000,16700107725,0,658737557,0,0,-0.512359,-0.029197,-0.82062,0.047734,-0.00744492,0.00484281,-0.993117
168,42,6,0,16800000000,16800100507,0,758730609,0,0,-0.358415,-0.00423297,-0.652293,0.0257236,0.0136626,0.00276649,-0.993752
169,43,3,1,16900000000,16900070048,0,456716003,1,0,-0.162265,0.0276963,-0.422365,0.00629888,0.0299315,-0.0107454,1
170,43,4,0,17000000000,17000077499,0,556723774,0,0,-0.477443,0.0208268,-0.63809,0.0246866,-0.00705797,0.00424318,-0.951684
171,43,5,0,17100000000,17100077321,0,656723596,0,0,-0.311741,0.0156537,-0.52006,0.0233449,-0.00338306,-0.00988726,-0.959257
172,43,6,0,17200000000,17200078592,0,756724707,0,0,-0.20372,0.0254634,-0.338052,0.00638867,0.0115847,-0.0195361,-0.981656
173,44,3,1,17300000000,17300076463,0,457157821,1,0,-0.0977717,0.0340893,-0.174949,-0.000134663,0.023787,-0.0312888,1
174,44,4,0,17400000000,17400068145,0,557149133,1,0,-0.135345,0.0257017,-0.0946022,0.000519193,-0.00261194,-0.0348293,1
175,44,5,0,17500000000,17500070146,0,657151154,1,0,-0.0575206,0.0226206,0.0110254,0.000779302,0.00371906,-0.0508011,1
176,44,6,0,17600000000,17600080188,0,757160666,1,0,-0.00515146,0.0282827,0.100879,-0.00984334,0.012646,-0.056214,1
177,45,3,1,17700000000,17700099120,0,455553598,0,0,0.0200598,0.0429185,0.116143,-0.0139326,0.0359557,-0.0552443,0.992045
178,45,4,0,17800000000,17800095131,0,555549849,1,0,-0.0598771,0.0432177,0.0809115,-0.00465432,0.000636054,-0.0463297,1
179,45,5,0,17900000000,17900067702,0,655522680,0,0,-0.0391986,0.0404218,0.0999128,-0.00311693,0.00388926,-0.0519143,0.999139
180,45,6,0,18000000000,18000078233,0,755532621,1,0,-0.0180651,0.0438314,0.147525,-0.0134105,0.0102091,-0.0511365,1
181,46,3,1,18100000000,18100099755,0,456135699,1,0,0.00883988,0.0375152,0.156922,-0.0149088,0.0372582,-0.0519376,1
182,46,4,0,18200000000,18200072796,0,556108760,0,0,-0.317769,-0.0217813,-0.207549,0.0113954,-0.00330165,-0.0319711,-0.973841
183,46,5,0,18300000000,18300074608,0,656110732,0,0,-0.339246,-0.0365556,-0.393534,0.0242953,0.00185756,-0.0354267,-0.963784
184,46,6,0,18400000000,18400098190,0,756134314,0,0,-0.380027,-0.0340773,-0.465592,0.0154244,0.0137643,-0.030404,-0.98968
185,47,3,1,18500000000,18500074361,0,456362955,1,0,-0.24334,-0.00650459,-0.450184,0.00630604,0.030438,-0.0349242,1
186,47,4,0,18600000000,18600098733,0,556387647,0,0,-0.565403,-0.0346542,-0.68731,0.0335175,-0.00118499,-0.0091511,-0.96755
187,47,5,0,18700000000,18700099334,0,656388098,0,0,-0.446106,-0.0259054,-0.666644,0.0359876,0.00406244,-0.0141215,-0.959329
188,47,6,0,18800000000,18800077525,0,756366319,0,0,-0.355119,-0.0050886,-0.560193,0.0194006,0.020477,-0.0143103,-0.97705
189,48,3,1,18900000000,18900074296,0,457591350,1,0,-0.176707,0.0115769,-0.346063,0.00489277,0.0338075,-0.0216607,1
190,48,4,0,19000000000,19000071478,0,557589232,1,0,-0.258861,0.00188446,-0.303318,0.0117498,-0.00639355,-0.0221468,1
191,48,5,0,19100000000,19100098810,0,657615874,1,0,-0.148938,-0.00591944,-0.163318,0.0106271,-0.00508598,-0.0361856,1
192,48,6,0,19200000000,19200097691,0,757614846,1,0,-0.0814493,0.0071625,-0.0388616,0.00161494,0.00382067,-0.0433967,1
193,49,3,1,19300000000,19300096593,0,456792104,1,0,-0.049167,0.0335624,0.0113631,-0.000664619,0.0182032,-0.047323,1
194,49,4,0,19400000000,19400073684,0,556769165,1,0,-0.104,0.041631,0.0388825,-0.000469235,-0.00961897,-0.0411909,1
195,49,5,0,19500000000,19500098465,0,656794086,1,0,-0.0717164,0.0428483,0.0725995,6.20749e-05,-0.00607785,-0.0471544,1
196,49,6,0,19600000000,19600096987,0,756792318,1,0,-0.0472521,0.0461157,0.125499,-0.0079944,-0.00162044,-0.0474645,1
197,50,3,1,19700000000,19700099628,0,455643740,1,0,-0.0214114,0.0432854,0.101523,-0.00950656,0.0158936,-0.0484418,1
